,reviews,stars,date,country,verified,corpus
538,Not Verified |  One of the reasons we traveled club class was because BA have lounges where you can get away from the usual airport chaos and screaming children. BA don’t tell you there is no lounge at Kos airport. Limited seating. Very noisy limited facilities. Not sure I will spend so much on air tickets with them in the future if they don’t warn of limited facilities. It doesn’t help that the flight is delayed by an hour!,8,2019-10-02,United Kingdom,False,verified one reason traveled club class ba lounge get away usual airport chaos screaming child ba tell lounge ko airport limited seating noisy limited facility sure spend much air ticket future warn limited facility help flight delayed hour
539,"Not Verified |  Gatwick to Alicante. On my outbound flight (23 Sept) I gave BA almost 10 out of 10 across the board in a review they invited me to complete. On my return flight (26 Sept) it was a different matter. From entering Alicante airport up until boarding the service was by comparison below standard (except the VIP lounge which was good). Travelling Club Europe had no advantages. Only one check in open for all passengers, no bag drop facilities, no facility to print boarding passes. When invited to board we had to wait 20 minutes on the ramp before being let on the plane. The Iberia factor. Honestly you wouldn't have thought it was the same company. Once on the plane everything went like clockwork.",6,2019-10-02,United Kingdom,False,verified gatwick alicante outbound flight sept gave ba almost across board review invited complete return flight sept different matter entering alicante airport boarding service comparison standard except vip lounge good travelling club europe advantage one check open passenger bag drop facility facility print boarding pass invited board wait minute ramp let plane iberia factor honestly thought company plane everything went like clockwork
540,"✅ Trip Verified |  Vancouver to London. Great flight on the superb A380; in my opinion, the most comfortable and quiet aircraft flying at the moment. Outstanding in flight service from the crew. Attentive, polite and professional; the very best of British Airways service. Food well above average for this cabin - though breakfast could have been better. IFE excellent. The seat is comfortable with a good recline and supplied with a decent, plump cushion and an excellent quilted blanket. Very enjoyable flight. Highly recommended.",10,2019-10-01,United Kingdom,True,ancouver london great flight superb opinion comfortable quiet aircraft flying moment outstanding flight service crew attentive polite professional best british airway service food well average cabin though breakfast could better ife excellent seat comfortable good recline supplied decent plump cushion excellent quilted blanket enjoyable flight highly recommended
541,✅ Trip Verified |  Gatwick to Alicante. 3.5 hours (1 hour sitting on tarmac) with my knees rammed against seat in front. No room to move. I have travelled on several airlines on this route in last 12 months - Vueling Airlines has best seats! Stay away from the rest unless you are under 5ft tall!,8,2019-09-30,United Kingdom,True,gatwick alicante hour hour sitting tarmac knee rammed seat front room move travelled several airline route last month vueling airline best seat stay away rest unless ft tall
542,"Not Verified | We have had some torrid experiences with BA - which we have not been shy to report. So when we flew yesterday with them from Heathrow to Austin and had a great flight in every way, it felt right to feedback on that. The staff in the upstairs business class cabin were, frankly, wonderful. Cheerful, efficient and calm. What more could you ask? The food was pretty nice and the champagne lovely. The beds were very comfortable and sleeping was easy. I literally cannot think of any real negatives. The luggage lockers were quite small but then it’s an older model of the plane so that probably explains it. If only BA could deliver this kind of experience on every occasion, they would once again be the “world’s favourite airline’. Sadly, the current CEO doesn’t seem able to inspire and motivate his staff to be consistently delightful. Perhaps once he moves on we can expect something better. Although the flight was a bit delayed on departure it arrives bang on time. As we entered the (literally empty) immigration area, we were met by the most charming customs officer you can imagine, who ended up giving us tourist tips and ideas for bars! Surreal, as anyone who regularly travels to the States, will testify! It felt as if we were living in the Truman Show at one point but in the nicest possible way. Get yourselves down to good ole Austin now that BA fly there direct. Fantastic.",7,2019-09-28,United Kingdom,False,verified torrid experience ba shy report flew yesterday heathrow austin great flight every way felt right feedback staff upstairs business class cabin frankly wonderful cheerful efficient calm could ask food pretty nice champagne lovely bed comfortable sleeping easy literally cannot think real negative luggage locker quite small older model plane probably explains ba could deliver kind experience every occasion would world favourite airline sadly current ceo seem able inspire motivate staff consistently delightful perhaps move expect something better although flight bit delayed departure arrives bang time entered literally empty immigration area met charming custom officer imagine ended giving u tourist tip idea bar surreal anyone regularly travel state testify felt living truman show one point nicest possible way get good ole austin ba fly direct fantastic
543,"✅ Trip Verified | London Heathrow to Austin with British Airways. It was a little bit like going back in time to fly upper deck on a 747 to Austin. But, it was the most enjoyable flight we’ve taken for a long time. It was so quiet on our deck and we had a fantastic flight crew who couldn’t do enough for you, and always with a smile. We arrived as fresh as you can from 10 hours in the air, on time, and thoroughly enjoyed the experience. The only slight issue was the very IFE systems and small overhead lockers. But plenty of spare lockers and our iPads took are of that.",1,2019-09-28,United Kingdom,True,london heathrow austin british airway little bit like going back time fly upper deck austin enjoyable flight taken long time quiet deck fantastic flight crew enough always smile arrived fresh hour air time thoroughly enjoyed experience slight issue ife system small overhead locker plenty spare locker ipads took
544,"Not Verified |  I did not actually fly because of their pilot strike. This review is because of the poor service to its customers who were due to fly on the days of the strike. I immediately tried to rebook with the only other airline that flew to Jersey, but of course, they had put their air fares up for the day in question and had to pay £110 more for a return flight. I then cancelled my BA flight, but they only refunded £159 of the £187 I had paid. The £28 difference was picking my seats. How do they consider that not part of the cost of the flight? They should have refunded me everything as it was not my fault they were striking. I completed their complaint form a month ago and they have never responded to me. 2 weeks ago I phoned their Customer Service line and the person I spoke to said he would refund me the £28. I never received the refund. ",5,2019-09-27,United Kingdom,False,verified actually fly pilot strike review poor service customer due fly day strike immediately tried rebook airline flew jersey course put air fare day question pay return flight cancelled ba flight refunded paid difference picking seat consider part cost flight refunded everything fault striking completed complaint form month ago never responded week ago phoned customer service line person spoke said would refund never received refund
545,"✅ Trip Verified | The start of our journey back from from EFL was inauspicious, with hundreds of delayed and stranded passengers crammed into the departure lounge, awaiting flights on airlines other than BA. As it was, weather in the UK plus air traffic control issues meant that departure was delayed by 90 minutes. Once airborne in a refitted A320 (complete with a nice fresh leather smell!), cabin crew in CE were friendly and efficient, and the food (including a cod dish) was quite reasonable. It was interesting to note that the refit hadn't extended to the toilet which was looking distinctly worse for the wear. A big plus on the flight - and a first for me - was WiFi, which actually worked and was quite fast - although at a cost of £4.99 for an hour's use. I thought it was meant to be free for business class passengers, but evidently not. Landing made up for some time but we were parked right in the middle of nowhere because of a backlog of flights. However, BA had laid on a separate bus for CE passengers and we were out of the airport 30 minutes later. So, not too bad, all in all.",4,2019-09-26,United Kingdom,True,start journey back efl inauspicious hundred delayed stranded passenger crammed departure lounge awaiting flight airline ba weather uk plus air traffic control issue meant departure delayed minute airborne refitted complete nice fresh leather smell cabin crew ce friendly efficient food including cod dish quite reasonable interesting note refit extended toilet looking distinctly worse wear big plus flight first wifi actually worked quite fast although cost hour use thought meant free business class passenger evidently landing made time parked right middle nowhere backlog flight however ba laid separate bus ce passenger airport minute later bad
546,"Not Verified | Chicago to Zurich via London. Delays after delays. The flight was supposed to depart at 8:30 pm (Chicago Time) but was scheduled at 9:40 pm, we waited a long time at the airport. Finally, at 10 pm we managed to board on the A380 for my first time but the legroom was horrible. The IFE completely unfunctional and with no food served. During the taxi, a technical problem occurred and we returned to the gate. In the end, the plane took off at 12 am Chicago time and we arrived in London Heathrow at 2 pm. We had to wait 3 hours for boarding for another 30 minutes delayed flight. We arrived in Zurich on an old A319 at 9:30 pm Zurich time instead of the original 3:30 pm. Very stressful at least the staff were nice.",9,2019-09-26,Italy,False,verified chicago zurich via london delay delay flight supposed depart pm chicago time scheduled pm waited long time airport finally pm managed board first time legroom horrible ife completely unfunctional food served taxi technical problem occurred returned gate end plane took chicago time arrived london heathrow pm wait hour boarding another minute delayed flight arrived zurich old pm zurich time instead original pm stressful least staff nice
547,"✅ Trip Verified | Glasgow to London. Smooth flight, departure/arrival on time. Boarding was quick, the seat was ok. Although I had pre-ordered a vegetarian option, the caterer hadn't provided any (so they said) - but the flight attendant quickly solved the issue. The food was good, and the wine (french, Bourgogne) also surprisingly good. Flight attendant was professional, polite and attentive to detail. All in all, a great flight.",1,2019-09-23,Japan,True,glasgow london smooth flight departure arrival time boarding quick seat ok although pre ordered vegetarian option caterer provided said flight attendant quickly solved issue food good wine french bourgogne also surprisingly good flight attendant professional polite attentive detail great flight
548,"✅ Trip Verified | Having booked this flight a week before the BA strike and mistakingly thinking that the strike would have ended two days before I flew and not in fact the day before, I was apprehensive as to how it would operate. The check-in and security clearance at T5 took only 15 minutes. Personally I do not like the self service bag and tag drop that BA operate as one is not 100% confident that I did everything correctly. Boarding is by the new fare group system (1 to 5) which depends on how much one has paid for the ticket. Again I'm not a fan of this. Possibly due to the previous day's strike and the need to accommodate passengers from canceled flights, the aircraft was a large A321. Boarding was however smooth. On board the virtually full cabin was very clean and the EuroTraveller seats were comfortable and offer sufficient leg room (I'm 1m.79cm and my knees do not touch the seat in front). The departure was only 15 minutes behind the scheduled departure time. In flight there were 3 cabin staff in the Euro Traveller cabin (believe 2 in Club cabin) who were very efficient and friendly and so one only had to wait no more than 30 minutes from take off to purchase refreshments on such a full flight. Again it is a shame though that BA have gone down the no frills line and charge for food and drinks when they describe themselves as a full service airline. The landing at Tegel was 30 minutes ahead of schedule. All in all it was a pleasant flight and the value was very good as it was combined with a hotel booking. Tegel itself is a bit of hassle with only 2 border police carrying out immigration controls for over 200 passengers at the end of the airbridge and a further 30 minute wait for luggage but this was not BA's fault.",10,2019-09-21,United Kingdom,True,booked flight week ba strike mistakingly thinking strike would ended two day flew fact day apprehensive would operate check security clearance took minute personally like self service bag tag drop ba operate one confident everything correctly boarding new fare group system depends much one paid ticket fan possibly due previous day strike need accommodate passenger canceled flight aircraft large boarding however smooth board virtually full cabin clean eurotraveller seat comfortable offer sufficient leg room cm knee touch seat front departure minute behind scheduled departure time flight cabin staff euro traveller cabin believe club cabin efficient friendly one wait minute take purchase refreshment full flight shame though ba gone frill line charge food drink describe full service airline landing tegel minute ahead schedule pleasant flight value good combined hotel booking tegel bit hassle border police carrying immigration control passenger end airbridge minute wait luggage ba fault
549,"✅ Trip Verified |  I wouldn't even rate them 1/10 2 x business class passengers booked via On Business. 1 bag lost in transit. Ground crew in MXP rude, dismissive & most unhelpful, unable to locate missing bag. Waited for next flight to arrive, still no bag. Decided to cut short our trip as the bag contained essential meds - ok that's a lesson learnt the hard way. Due to this being an OB booking BA customer services unwilling to be flexible and change tickets resulting in full fare tickets purchased to return. Apparently the bag arrived 24hrs later, we were back in the UK, despite BA website showing in transit LHR/MXP for 8 days! Numerous lengthy calls to customer service proved fruitless, passed from one department to another then cut off! After an email to their CEO & Director of Brand and Customer Experience received a call from Global Engagement Executive Team offering £100 e-voucher. Abysmal customer services. No wonder their reputation is in tatters. I will never fly BA again.",8,2019-09-19,United Kingdom,True,even rate x business class passenger booked via business bag lost transit ground crew mxp rude dismissive unhelpful unable locate missing bag waited next flight arrive still bag decided cut short trip bag contained essential med ok lesson learnt hard way due ob booking ba customer service unwilling flexible change ticket resulting full fare ticket purchased return apparently bag arrived hr later back uk despite ba website showing transit lhr mxp day numerous lengthy call customer service proved fruitless passed one department another cut email ceo director brand customer experience received call global engagement executive team offering e voucher abysmal customer service wonder reputation tatter never fly ba
550,✅ Trip Verified | Flying London City to Geneva. The only plus was the Embraer E190 jet had a comfortable interior with plenty of leg room for an economy seat. Other than that BA now offers a basic no frills service that is no different to a budget airline. Yet it charges 'full service' prices!,1,2019-09-19,United Kingdom,True,flying london city geneva plus embraer e jet comfortable interior plenty leg room economy seat ba offer basic frill service different budget airline yet charge full service price
551,"✅ Trip Verified |  Los Angeles to Istanbul via London. Flight between London and Istanbul is like coach, no TV and small leg room. Transatlantic business seats are very narrow and mine did not become a complete bed. Food was below average. The Heathrow BA business lounge was a cramped, tasteless, dirty lounge . It took us 25 min to find two chairs to seat. Food was  awful and service is even worst. When we wanted to change our departure date by a few days we had to pay a penalty of $500 plus fee change, so we ended up paying $800 per person in addition to the fare already paid. ",7,2019-09-18,United States,True,los angeles istanbul via london flight london istanbul like coach tv small leg room transatlantic business seat narrow mine become complete bed food average heathrow ba business lounge cramped tasteless dirty lounge took u min find two chair seat food awful service even worst wanted change departure date day pay penalty plus fee change ended paying per person addition fare already paid
552,✅ Trip Verified | Phoenix to Tel Aviv via London. The return from London to Phoenix was a nightmare. I want everyone to know that I sent a complaint 3 times but there is no one to talk to. This is not something that I am used to.,1,2019-09-17,United States,True,phoenix tel aviv via london return london phoenix nightmare want everyone know sent complaint time one talk something used
553,"Not Verified |  London to Kefalonia . The T5 Galleries lounge is showing its age and was packed at 9:30 on a Saturday. Boarding was by the now standard groups, which meant waiting 15 minutes in a queue and then 10 minutes on the bridge. The flight deck then informed us that we’d be waiting on a stand for 1 hr 20 minutes before our departure slot. Once in the air, cabin crew delivered the usual Club Europe experience, which was mediocre at best. Fortunately, arrival was only 45 minutes late and we were out of Kefalonia airport 30 minutes later. Overall, a typical BA experience that’s lacklustre at best.",9,2019-09-16,United Kingdom,False,verified london kefalonia gallery lounge showing age packed saturday boarding standard group meant waiting minute queue minute bridge flight deck informed u waiting stand hr minute departure slot air cabin crew delivered usual club europe experience mediocre best fortunately arrival minute late kefalonia airport minute later overall typical ba experience lacklustre best
554,"✅ Trip Verified |  London to Dublin. It was never my choice to fly with British Airways and I will never fly with them again. I was supposed to fly with American Airlines from the USA to Dublin, but I had a connecting flight from my origin city to Chicago. Unfortunately, my first flight was delayed due to weather, which caused me to miss the flight from Chicago to Dublin. I was put on a flight to London instead, which I had to run for when I finally made it to Chicago, and my bag did not make it on the flight. I then flew with British Airways from London to Dublin. I was told to file a lost baggage claim with BA, which I did. I was told that the bag would be transferred from American to BA when it arrived in Dublin. Using American’s baggage tracking system, I was able to confirm that the bag arrived the day after I did around noon on Saturday. I am writing this review on the following Sunday and the bag is still not in my possession. BA’s customer service is terrible. If someone there tells me one more time to just wait and be patient, I am going to lose it! My bag has been sitting at the airport in the same city I’m in for more than a day and I can’t get it. Talk about serious frustration. I don’t know which airline is at fault for the delay, but the difference is that when I called American, the rep did everything she could to find out the status of my bag. And even though their baggage claim desk was closed when I called, she still tried to call an internal number to see if anyone was still around. Unfortunately she couldn’t get hold of anyone, but she left them a message and told me exactly who I could call and when to call them the next morning. I did not receive that level of service from BA. I even asked if they could call the airport and was told, “we are not authorized to call airports.” Why in the world wouldn’t they be authorized to call their own baggage department? I am not thrilled with either airline, but at least American has made some attempt to help me. This has ruined the first three days of a trip that I planned for two years. If you do check a bag and it’s lost or delayed, don’t expect any help if you flew with BA. And here’s a tip: if you are dealing with a lost or delayed bag in a country you don’t live in, don’t call the generic customer service number on the website you would normally use. Dig around and see if you can find a number for the airport you flew into. You will get a lot more information and assistance that way. ",9,2019-09-16,United States,True,london dublin never choice fly british airway never fly supposed fly american airline usa dublin connecting flight origin city chicago unfortunately first flight delayed due weather caused miss flight chicago dublin put flight london instead run finally made chicago bag make flight flew british airway london dublin told file lost baggage claim ba told bag would transferred american ba arrived dublin using american baggage tracking system able confirm bag arrived day around noon saturday writing review following sunday bag still possession ba customer service terrible someone tell one time wait patient going lose bag sitting airport city day get talk serious frustration know airline fault delay difference called american rep everything could find status bag even though baggage claim desk closed called still tried call internal number see anyone still around unfortunately get hold anyone left message told exactly could call call next morning receive level service ba even asked could call airport told authorized call airport world authorized call baggage department thrilled either airline least american made attempt help ruined first three day trip planned two year check bag lost delayed expect help flew ba tip dealing lost delayed bag country live call generic customer service number website would normally use dig around see find number airport flew get lot information assistance way
555,"✅ Trip Verified |  Hong Kong to London. An email on the 25th August advising us that this flight was cancelled and the hours spent on hold never speaking to anyone, what a total awful nightmare. Then the email at 6.00pm saying I must be delighted to find out my flight has not been cancelled. All slots in the Elemis Salon were already booked so no massages were available in First Class. Arriving at HK airport on the return journey and struggling even to get from the pavement to the inside of the terminal (why did they not tell us to print out proof of travel??). We had to wait ages for BA to open a check in desk, pretty average food and service in the Qantas lounge. A broken screen in seat 59A (it would not stay in position and without wedging, unusable to constant interruptions during the flight to my partner from a large passenger climbing over him. A ghastly sweet and sour chicken main course which made me send my tray away and not eat until after leaving the flight. Cheapest goodies bag with the broken zip and my suitcase was the very last off the plane. I had already been to the BA desk and reported it when it then eventually turned up on the conveyor belt. First class out to HK was a good business class experience, the return flight in business class was in a word poor. The plane was tired, IFE faulty, poor food and the journey was only saved by the quality of the staff, they were lovely - but if you give them rubbish tools they will serve rubbish. The night term pantry offering was a total joke. I have been a BA Exec card holder since for ever and I have seen is a decline in the service level. Certainly not value for money, we did not get a Club class experience on the flight home.",1,2019-09-15,United Kingdom,True,hong kong london email th august advising u flight cancelled hour spent hold never speaking anyone total awful nightmare email pm saying must delighted find flight cancelled slot elemi salon already booked massage available first class arriving hk airport return journey struggling even get pavement inside terminal tell u print proof travel wait age ba open check desk pretty average food service qantas lounge broken screen seat would stay position without wedging unusable constant interruption flight partner large passenger climbing ghastly sweet sour chicken main course made send tray away eat leaving flight cheapest goody bag broken zip suitcase last plane already ba desk reported eventually turned conveyor belt first class hk good business class experience return flight business class word poor plane tired ife faulty poor food journey saved quality staff lovely give rubbish tool serve rubbish night term pantry offering total joke ba exec card holder since ever seen decline service level certainly value money get club class experience flight home
556,"✅ Trip Verified |  Gatwick to Seville. When my son and his girlfriend proceeded to drop their hand luggage a member of staff insisted in making them pay 50GBP because one of the suitcases was 4cm oversize, and he insisted that it was not a hand luggage. Staff said that if he did not pay, he would lose the flight.",3,2019-09-15,United Kingdom,True,gatwick seville son girlfriend proceeded drop hand luggage member staff insisted making pay gbp one suitcase cm oversize insisted hand luggage staff said pay would lose flight
557,"✅ Trip Verified | London to Abuja-flight full, aircraft an older version of 777-200. Evening meal served which was very ordinary but we arrived more or less on time after dodging thunderstorms near Abuja. Return flight delayed - pilot strike meant our aircraft had been parked at Lagos - and had to be flown back to Abuja with a 2 hour delay. Flight was supposed to be a 8 am departure but the airport side did not have the sense to tell us so we were herded into the gate area where there was no food facility and waited for the flight. The crew were also herded into the gate area and it was the same crew we had on the outward flight and the same plane - they had also had to have a long foodless wait but were quite chatty as we were all in the same boat. Flight totally full as flights on previous days had been cancelled. Breakfast was served but there was no evidence of the standard of meals being improved-scrambled egg was just a lump of tasteless yellow. Full credit to the crew - cheerful and efficient in spite of all the delays etc. The aircraft was clean but old and down at heel - the carpet under the seat in front was ripped and the ""floor"" was visible.",4,2019-09-14,United Kingdom,True,london abuja flight full aircraft older version evening meal served ordinary arrived le time dodging thunderstorm near abuja return flight delayed pilot strike meant aircraft parked lagos flown back abuja hour delay flight supposed departure airport side sense tell u herded gate area food facility waited flight crew also herded gate area crew outward flight plane also long foodless wait quite chatty boat flight totally full flight previous day cancelled breakfast served evidence standard meal improved scrambled egg lump tasteless yellow full credit crew cheerful efficient spite delay etc aircraft clean old heel carpet seat front ripped floor visible
558,✅ Trip Verified |  London to Bangkok. What an awful plane. Seats are just about OK going. Coming back it seemed like a bar going across the bottom back part of the seat. Really uncomfortable. The meals are fine but alas the last meal is served just over an hour before landing and rushed. The main problem is the entertainment on a small scratched screen and about 15 films. Rubbish. Took 2 hours to get the screens to actually work. The plane looks old and tired. Not a pleasure to travel on this plane.,5,2019-09-13,United Kingdom,True,london bangkok awful plane seat ok going coming back seemed like bar going across bottom back part seat really uncomfortable meal fine ala last meal served hour landing rushed main problem entertainment small scratched screen film rubbish took hour get screen actually work plane look old tired pleasure travel plane
559,"✅ Trip Verified |  Belfast to San Francisco via London. Check-in at Belfast City was fast and trouble free and security was completed with-in just a few minutes with no queues to mention. Boarding was direct from the Business Lounge and on time as was departure. A full breakfast service was carried out including hot towels, hot breakfast, tea and coffee along with drinks from the bar on request. The Galleries Lounge in Terminal 5 at Heathrow was very busy with limited seats available. Boarding for the second flight began on time and departure swift. The inflight service was top notch with a very capable crew looking after the customers on the upper deck in a professional and discrete manner. Food was plentiful and tasty, entertainment perfectly adequate and seat comfort fine. No complaints at all about the flight and would recommend British Airways.",5,2019-09-12,United Kingdom,True,belfast san francisco via london check belfast city fast trouble free security completed minute queue mention boarding direct business lounge time departure full breakfast service carried including hot towel hot breakfast tea coffee along drink bar request gallery lounge terminal heathrow busy limited seat available boarding second flight began time departure swift inflight service top notch capable crew looking customer upper deck professional discrete manner food plentiful tasty entertainment perfectly adequate seat comfort fine complaint flight would recommend british airway
560,"✅ Trip Verified |  London to Gothenburg. BA are getting a lot of bad press - deservedly so at present with strikes, IT glitches, baggage problems. However extreme cases will always be highlighted. Two recent flights on BA, and very happy with them. Flight to Gothenburg on A319-100, pushed back 25m late due to a potential technical issue, soon resolved and arrived at GOT only 15m behind schedule. Good crew and the Safety Announcement video was a hoot. Return to LHR on A320-232. On time departure and early arrival at T5. Again good crew. Will be flying with BA again in December (strikes permitting). Still recommended by me as the National Carrier.",1,2019-09-11,United Kingdom,True,london gothenburg ba getting lot bad press deservedly present strike glitch baggage problem however extreme case always highlighted two recent flight ba happy flight gothenburg pushed back late due potential technical issue soon resolved arrived got behind schedule good crew safety announcement video hoot return lhr time departure early arrival good crew flying ba december strike permitting still recommended national carrier
561,"✅ Trip Verified |  Orlando to Gatwick. Terrible flight experience, bed bugs in old Club world seats, missed meals, poor service. Complaints is outsourced to a German company who aren't even part of BA!  Do not fly BA and club world is a waste of money.",1,2019-09-10,Switzerland,True,orlando gatwick terrible flight experience bed bug old club world seat missed meal poor service complaint outsourced german company even part ba fly ba club world waste money
562,"✅ Trip Verified | Mahe to Stockholm via London. Checked in online before the flight but had to do the bag drop. Was met by a rude lady at First class check in and the process took about 20 minutes, don’t know why, no apology. The boarding was in time. The welcome wasn’t especially friendly, just pointing the direction where to go. The club Europe cabin felt claustrophobic, I had a window seat. The CSM never came to say hello. The service was pretty basic, ok during the meals but self service between. No drink service if you didn’t ask. On the flight to Stockholm the purser introduced himself to all emerald members. The service was limited due to the strike next day but friendly. The seating was terrible on this A320, so tight.",1,2019-09-10,Sweden,True,mahe stockholm via london checked online flight bag drop met rude lady first class check process took minute know apology boarding time welcome especially friendly pointing direction go club europe cabin felt claustrophobic window seat csm never came say hello service pretty basic ok meal self service drink service ask flight stockholm purser introduced emerald member service limited due strike next day friendly seating terrible tight
563,"✅ Trip Verified |  Glasgow to Tampa via Gatwick. Early morning flight Glasgow to Gatwick. Flight dud take off at 6.45. Boarded with doors closed by 6.30 bug did not depart till 7.10 due to Gatwick being busy, smooth flight down. Gatwick to Tampa, according to manage my booking, aircraft changed 2 days prior to departure. At boarding was told our World Traveller plus seats had been upgraded to Club World, a very pleasant surprise. If was on 777 which had not been refurbished, extra space was very good, staff were very efficient and pleasant. Only downside was the main meal, which I would have had in original seats, but main courses were not to my liking, but afternoon tea was very good. So thank you BA for the experience.",5,2019-09-08,United Kingdom,True,glasgow tampa via gatwick early morning flight glasgow gatwick flight dud take boarded door closed bug depart till due gatwick busy smooth flight gatwick tampa according manage booking aircraft changed day prior departure boarding told world traveller plus seat upgraded club world pleasant surprise refurbished extra space good staff efficient pleasant downside main meal would original seat main course liking afternoon tea good thank ba experience
564,"Not Verified |  Orlando to Gatwick. Travelling home was extremely disappointing. The aircraft was dirty - drink stains on the side of the cabin and the remains of chewing gum on the seatbelt. The aircraft aisle was so narrow you had to walk sideways to prevent bumping into other passengers. The aircraft had a broken toilet and lights that could not be turned off, so for a night flight part of the cabin was illuminated which made sleep difficult. The breakfast was a garlic cream cheese croissant which tasted revolting and a highly processed cereal bar. Only one drinks run was made. The standards on BA have plummeted since we last flew them seven years ago, such a shame. I hope management are looking at reviews such as this, to improve service.",4,2019-09-07,United Kingdom,False,verified orlando gatwick travelling home extremely disappointing aircraft dirty drink stain side cabin remains chewing gum seatbelt aircraft aisle narrow walk sideways prevent bumping passenger aircraft broken toilet light could turned night flight part cabin illuminated made sleep difficult breakfast garlic cream cheese croissant tasted revolting highly processed cereal bar one drink run made standard ba plummeted since last flew seven year ago shame hope management looking review improve service
565,"✅ Trip Verified |  London to Abu Dhabi. This is the daytime flight from London. A very good flight. The food was excellent for economy (particularly in view of Etihad‘s disastrous changes in food service). The children’s meals were excellent. The entertainment system was great with a good selection. It makes a big difference having the entertainment system on when you board and not turn it off until the plane has reached the gate, especially when flying with children (Etihad, why don’t you do this?). The cabin crew were good. Economy in the 787 is cramped but probably no worse than many. Good value flight, especially as the only other carrier to Abu Dhabi is Etihad.",10,2019-09-06,United Arab Emirates,True,london abu dhabi daytime flight london good flight food excellent economy particularly view etihad disastrous change food service child meal excellent entertainment system great good selection make big difference entertainment system board turn plane reached gate especially flying child etihad cabin crew good economy cramped probably worse many good value flight especially carrier abu dhabi etihad
566,"✅ Trip Verified |  London to St Petersburgh. Huge disappointment for BA business class service in European routes. Seat pitch has been reduced to 30"" over the last years (from 34"") at the expense of passenger comfort. Seat width is the same as economy with empty middle seat. Food for me was half-empty plates representing a deli experience, and leaving me hungry. Out of the three options offered, two were already out of stock, so stranded with the least favourable and most unhealthy food option. Avoid Club Europe, not worth the money.",9,2019-09-06,United Kingdom,True,london st petersburgh huge disappointment ba business class service european route seat pitch reduced last year expense passenger comfort seat width economy empty middle seat food half empty plate representing deli experience leaving hungry three option offered two already stock stranded least favourable unhealthy food option avoid club europe worth money
567,"✅ Trip Verified |  Sydney to London via Singapore with British Airways. I made the mistake of ordering vegetarian meals on this flight - the food was horrendous, I was served an indistinguishable uniform mass of what appeared to be mashed, overcooked potatoes (and maybe other vegetables, I am not sure) for one meal and an ice cold frittata/sandwich which should clearly have been heated up. The latter I took one bite and couldn't continue. I have had better meals in economy class in other airlines. The seat was nothing to write home about, but noticeably comfortable compared to economy class (with the price difference to match of course). The service was lacking and quite perfunctory when it is available. On the plus side, I am glad there are shared toilets between business and premium economy class at the front of the cabin, instead of having to walk all the way to the back of the plane like some other flights. Paid for in-flight wifi for an a hour - disconnected after 40 minutes and no longer able to use. Reasonable price and speed.",1,2019-09-04,Australia,True,sydney london via singapore british airway made mistake ordering vegetarian meal flight food horrendous served indistinguishable uniform mass appeared mashed overcooked potato maybe vegetable sure one meal ice cold frittata sandwich clearly heated latter took one bite continue better meal economy class airline seat nothing write home noticeably comfortable compared economy class price difference match course service lacking quite perfunctory available plus side glad shared toilet business premium economy class front cabin instead walk way back plane like flight paid flight wifi hour disconnected minute longer able use reasonable price speed
568,"Not Verified |  London to Johannesburg. British Airways is one of the few commercial carriers in the world that charges an exorbitant amount in fees when booking travel. But in addition, if you want to ensure you and your spouse will sit together on the flight, you need to pay a high price to secure seat assignments. With that said in 2018, my wife and I made reservations on BA to fly to Johannesburg from London for an African adventure this October, specifically 10/31. Yes, that's the day called for Brexit. Only we made our reservations before those dates were set. Considering BA pilots have called for three pilot strikes on September 2019, coupled with Brexit, we decided to change our flight plan because we did not want to risk missing our connection. The good news is close to $800 in fees for our two Business Class tickets was refunded when I changed our flights to another carrier through American Airlines Advantage. The bad news is the $220.00 we had to pay to reserve our seats was not refunded. I called BA to request a refund and the agent and a supervisor told me their policy is to not refund seat reservation expenses. I was just not feeling the love here! So I am writing this missive to warn anyone traveling abroad to not fly British Airways. All of the other outstanding carriers don't charge nearly the high fees and most don't charge for reserving your seats in advance. Instead of BA, we changed our booking to 10/30 on Etihad Airways through Abu Dhabi. Their customer service was outstanding. The fees were lower and yes, no charge to have the peace of mind that my wife and I can travel next to each other. I am entering travel in September 2019, because there was no other option for future travel. This request for a refund comes two months in advance of our planned flight. This is an airline policy review and lets the buyer beware.",3,2019-09-04,United States,False,verified london johannesburg british airway one commercial carrier world charge exorbitant amount fee booking travel addition want ensure spouse sit together flight need pay high price secure seat assignment said wife made reservation ba fly johannesburg london african adventure october specifically yes day called brexit made reservation date set considering ba pilot called three pilot strike september coupled brexit decided change flight plan want risk missing connection good news close fee two business class ticket refunded changed flight another carrier american airline advantage bad news pay reserve seat refunded called ba request refund agent supervisor told policy refund seat reservation expense feeling love writing missive warn anyone traveling abroad fly british airway outstanding carrier charge nearly high fee charge reserving seat advance instead ba changed booking etihad airway abu dhabi customer service outstanding fee lower yes charge peace mind wife travel next entering travel september option future travel request refund come two month advance planned flight airline policy review let buyer beware
